4.857,-1.791
4.887,-1.825
4.9,-1.851
4.725,-1.799
4.737,-1.813
4.771,-1.832
4.805,-1.852
4.844,-1.873
4.705,-1.828
4.871,-1.888
4.727,-1.839
4.924,-1.915
4.758,-1.854
4.957,-1.931
4.806,-1.877
4.665,-1.828
4.85,-1.897
4.699,-1.843
4.896,-1.917
4.615,-1.823
4.741,-1.861
4.779,-1.875
4.645,-1.827
4.832,-1.897
4.684,-1.841
4.872,-1.911
4.728,-1.857
4.921,-1.929
4.772,-1.872
4.816,-1.887
4.666,-1.828
4.873,-1.907
4.728,-1.85
4.916,-1.918
4.69,-1.852
4.77,-1.861
4.967,-1.932
4.818,-1.874
4.686,-1.824
4.874,-1.891
4.726,-1.831
4.927,-1.905
4.788,-1.85
4.981,-1.916
4.834,-1.859
4.897,-1.876
4.913,-1.772
4.918,-1.801
4.792,-1.786
4.928,-1.834
4.754,-1.791
4.934,-1.864
4.776,-1.827
4.933,-1.888
4.78,-1.856
4.943,-1.918
4.784,-1.881
4.791,-1.908
4.745,-1.843
4.832,-1.865
4.68,-1.828
4.854,-1.895
4.691,-1.85
4.869,-1.921
4.707,-1.875
4.49,-1.799
4.724,-1.901
4.574,-1.86
4.744,-1.928
4.59,-1.883
4.603,-1.905
4.446,-1.857
4.617,-1.927
4.481,-1.889
4.496,-1.909
4.419,-1.906
4.508,-1.927
4.386,-1.895
4.406,-1.916
4.736,-1.82
4.733,-1.831
4.763,-1.851
4.696,-1.846
4.788,-1.868
4.643,-1.822
4.831,-1.895
4.68,-1.845
4.865,-1.915
4.712,-1.863
4.651,-1.858
4.745,-1.881
4.603,-1.833
4.79,-1.904
4.638,-1.851
4.829,-1.925
4.678,-1.871
4.601,-1.856
4.713,-1.887
4.57,-1.836
4.757,-1.908
4.965,-1.786
4.893,-1.775
4.899,-1.8
4.903,-1.824
4.654,-1.741
4.917,-1.854
4.743,-1.808
4.928,-1.881
4.766,-1.84
4.934,-1.906
4.739,-1.818
4.533,-1.875
4.569,-1.89
4.605,-1.905
4.635,-1.914
4.519,-1.875
4.557,-1.889
4.6,-1.904
4.633,-1.912
4.68,-1.929
4.986,-1.784
4.985,-1.812
4.998,-1.847
4.723,-1.863
4.897,-1.933
4.746,-1.895
4.584,-1.851
4.757,-1.921
4.597,-1.876
4.625,-1.91
4.458,-1.858
4.625,-1.928
4.5,-1.899
4.513,-1.922
4.903,-1.787
4.949,-1.804
4.874,-1.787
4.996,-1.821
4.9,-1.785
4.949,-1.802
4.865,-1.779
4.903,-1.778
4.988,-1.743
4.943,-1.775
4.945,-1.801
4.847,-1.797
4.948,-1.828
4.778,-1.788
4.95,-1.853
4.784,-1.813
4.96,-1.883
4.797,-1.844
4.966,-1.909
4.8,-1.868
4.756,-1.809
4.778,-1.835
4.716,-1.84
4.792,-1.857
4.65,-1.818
4.819,-1.885
4.666,-1.84
4.846,-1.911
4.682,-1.862
5.696,-1.636
5.931,-1.698
6.225,-1.782
6.558,-1.878
5.774,-1.642
6.022,-1.708
6.311,-1.788
6.668,-1.891
5.848,-1.646
6.105,-1.714
6.416,-1.8
5.924,-1.65
6.205,-1.724
6.552,-1.821
5.724,-1.578
5.998,-1.65
6.291,-1.728
6.647,-1.827
5.808,-1.582
6.079,-1.653
6.384,-1.734
6.745,-1.832
5.886,-1.584
6.169,-1.658
6.476,-1.738
6.845,-1.836
5.969,-1.587
6.257,-1.661
6.554,-1.735
6.958,-1.844
6.057,-1.59
6.352,-1.664
6.7,-1.754
7.073,-1.851
6.136,-1.588
6.444,-1.665
6.803,-1.756
7.176,-1.851
6.223,-1.588
6.529,-1.663
6.911,-1.76
7.298,-1.857
6.309,-1.587
6.675,-1.679
7.021,-1.762
7.423,-1.862
6.406,-1.588
6.768,-1.677
7.131,-1.762
7.547,-1.863
6.5,-1.586
6.873,-1.675
7.247,-1.763
6.618,-1.591
6.98,-1.674
7.363,-1.763
6.724,-1.59
7.086,-1.671
7.485,-1.762
7.938,-1.865
5.48,-1.632
5.677,-1.698
5.878,-1.765
6.16,-1.863
5.479,-1.666
5.671,-1.731
5.881,-1.803
6.165,-1.904
5.479,-1.701
5.666,-1.765
5.886,-1.843
6.109,-1.922
5.471,-1.732
5.659,-1.799
5.882,-1.877
5.472,-1.767
5.675,-1.84
5.883,-1.915
5.463,-1.798
5.663,-1.871
5.478,-1.838
5.67,-1.909
5.464,-1.866
5.482,-1.907
7.026,-1.503
7.142,-1.505
7.251,-1.505
7.384,-1.509
7.511,-1.508
7.646,-1.509
7.778,-1.508
7.914,-1.506
8.06,-1.504
8.208,-1.501
8.35,-1.494
8.513,-1.489
8.675,-1.483
8.835,-1.474
9.003,-1.464
9.183,-1.454
9.353,-1.44
9.719,-1.411
5.037,-1.931
8.749,-1.821
8.863,-1.794
8.985,-1.77
9.085,-1.737
9.208,-1.708
5.082,-1.807
5.26,-1.873
5.092,-1.84
5.273,-1.909
5.093,-1.869
5.097,-1.899
5.1,-1.926
8.432,-1.507
8.402,-1.554
7.947,-1.505
8.37,-1.601
7.927,-1.552
8.336,-1.648
7.515,-1.504
7.908,-1.599
8.325,-1.699
7.501,-1.55
7.877,-1.643
8.293,-1.747
7.138,-1.506
7.483,-1.593
7.865,-1.691
8.277,-1.797
7.136,-1.553
7.466,-1.638
7.856,-1.74
8.257,-1.845
7.124,-1.596
7.455,-1.686
7.832,-1.786
6.794,-1.552
7.112,-1.639
7.446,-1.731
7.823,-1.835
6.788,-1.593
7.094,-1.68
7.433,-1.776
6.785,-1.638
7.088,-1.725
7.433,-1.824
6.487,-1.596
6.787,-1.682
7.084,-1.769
7.427,-1.871
6.482,-1.635
6.771,-1.721
7.086,-1.816
6.485,-1.678
6.773,-1.766
7.093,-1.865
6.481,-1.719
6.775,-1.811
6.486,-1.763
6.774,-1.855
6.482,-1.804
6.777,-1.899
6.488,-1.847
6.49,-1.889
9.835,-1.419
9.882,-1.491
9.912,-1.56
9.236,-1.492
9.948,-1.631
8.716,-1.446
9.256,-1.556
9.887,-1.685
8.727,-1.503
9.275,-1.619
9.918,-1.753
8.736,-1.561
9.291,-1.681
8.767,-1.624
9.317,-1.747
8.794,-1.687
9.346,-1.814
8.84,-1.754
8.855,-1.813
5.281,-1.728
5.344,-1.743
5.414,-1.759
5.255,-1.702
5.482,-1.774
5.308,-1.709
5.565,-1.793
5.387,-1.728
5.633,-1.806
5.454,-1.74
5.704,-1.818
5.281,-1.677
5.527,-1.753
5.782,-1.834
5.357,-1.691
5.603,-1.766
5.857,-1.847
5.417,-1.698
5.683,-1.78
5.972,-1.873
5.484,-1.706
5.755,-1.791
6.04,-1.878
5.322,-1.647
5.571,-1.723
5.831,-1.802
6.138,-1.897
5.394,-1.658
5.647,-1.733
5.914,-1.814
6.22,-1.907
5.459,-1.663
5.757,-1.755
6.036,-1.839
6.31,-1.92
5.538,-1.673
5.841,-1.766
6.109,-1.844
5.613,-1.682
5.921,-1.775
6.204,-1.857
6.494,-1.573
6.822,-1.648
7.197,-1.736
7.619,-1.834
6.582,-1.568
6.925,-1.644
7.309,-1.731
7.735,-1.829
6.674,-1.56
7.031,-1.639
7.421,-1.727
7.856,-1.824
6.775,-1.554
7.134,-1.632
7.54,-1.72
7.988,-1.821
6.87,-1.545
7.234,-1.623
7.663,-1.715
8.118,-1.814
6.968,-1.536
7.34,-1.613
7.773,-1.705
8.266,-1.81
7.07,-1.527
7.444,-1.603
7.885,-1.693
8.402,-1.801
7.16,-1.513
7.556,-1.591
8.013,-1.684
8.528,-1.788
7.264,-1.501
7.666,-1.579
8.136,-1.672
8.675,-1.779
7.773,-1.564
8.26,-1.658
8.814,-1.766
7.893,-1.55
8.388,-1.642
8.958,-1.75
8.018,-1.537
8.525,-1.628
9.1,-1.733
8.125,-1.516
8.669,-1.613
9.255,-1.717
8.24,-1.495
8.793,-1.592
9.401,-1.697
8.359,-1.475
8.924,-1.571
9.558,-1.677
9.065,-1.547
9.704,-1.651
7.04,-1.523
7.014,-1.56
7.002,-1.601
6.687,-1.56
6.973,-1.637
6.668,-1.598
6.959,-1.678
6.655,-1.636
6.929,-1.714
6.378,-1.597
6.638,-1.673
6.923,-1.757
6.358,-1.632
6.627,-1.712
6.906,-1.796
6.058,-1.581
6.344,-1.668
6.617,-1.753
6.898,-1.838
6.051,-1.618
6.333,-1.706
6.603,-1.79
6.888,-1.879
5.824,-1.585
6.102,-1.674
6.333,-1.746
6.599,-1.831
5.82,-1.621
6.089,-1.707
6.332,-1.786
6.6,-1.874
5.812,-1.655
6.077,-1.742
6.317,-1.821
5.608,-1.626
5.815,-1.694
6.079,-1.782
6.318,-1.862
7.673,-1.785
7.684,-1.838
6.571,-1.538
6.677,-1.544
6.788,-1.55
6.903,-1.557
7.011,-1.559
7.135,-1.565
7.253,-1.567
9.879,-1.467
9.394,-1.762
9.514,-1.731
9.554,-1.681
9.71,-1.652
9.835,-1.614
9.945,-1.574
5.858,-1.592
5.848,-1.624
5.843,-1.658
5.612,-1.62
5.834,-1.691
5.586,-1.644
5.818,-1.72
5.477,-1.646
5.594,-1.681
5.806,-1.752
5.381,-1.642
5.579,-1.709
5.806,-1.787
5.376,-1.673
5.575,-1.741
5.792,-1.817
5.379,-1.706
5.581,-1.777
5.794,-1.852
5.437,-1.762
5.631,-1.831
5.843,-1.906
5.196,-1.705
5.438,-1.795
5.641,-1.869
5.189,-1.732
5.38,-1.802
5.635,-1.899
5.194,-1.765
5.379,-1.833
5.636,-1.932
5.019,-1.732
5.193,-1.794
5.438,-1.89
5.023,-1.763
5.193,-1.825
5.443,-1.924
5.076,-1.738
5.129,-1.752
5.186,-1.767
5.241,-1.781
5.46,-1.688
5.711,-1.763
5.977,-1.841
6.271,-1.93
5.536,-1.697
5.791,-1.772
6.059,-1.85
5.37,-1.634
5.607,-1.702
5.876,-1.781
6.153,-1.862
5.436,-1.637
5.683,-1.707
5.944,-1.782
6.224,-1.863
5.511,-1.643
5.753,-1.711
6.029,-1.789
6.325,-1.875
5.591,-1.65
5.834,-1.716
6.113,-1.794
6.449,-1.892
5.669,-1.655
5.913,-1.719
6.198,-1.799
6.547,-1.9
5.74,-1.655
5.994,-1.722
6.284,-1.803
5.813,-1.656
6.075,-1.724
6.371,-1.805
5.901,-1.66
6.166,-1.729
6.504,-1.822
5.974,-1.658
6.241,-1.727
6.599,-1.825
6.06,-1.66
6.337,-1.73
6.697,-1.828
6.134,-1.656
6.429,-1.731
6.802,-1.83
6.223,-1.655
6.554,-1.741
6.894,-1.828
6.313,-1.655
6.622,-1.731
6.97,-1.819
6.408,-1.654
6.709,-1.726
7.076,-1.817
6.537,-1.663
6.811,-1.725
7.188,-1.818
6.589,-1.647
6.915,-1.722
7.296,-1.814
6.681,-1.641
7.014,-1.716
7.42,-1.814
6.775,-1.634
7.121,-1.713
7.532,-1.807
6.875,-1.628
7.22,-1.705
7.655,-1.804
6.983,-1.623
7.334,-1.698
7.796,-1.803
7.103,-1.618
7.445,-1.69
7.912,-1.793
7.203,-1.608
7.551,-1.679
8.029,-1.782
7.282,-1.591
7.663,-1.667
8.144,-1.769
7.384,-1.578
7.783,-1.656
8.289,-1.76
7.468,-1.558
7.907,-1.645
8.372,-1.735
7.575,-1.543
8.017,-1.628
8.469,-1.712
7.678,-1.526
8.139,-1.612
8.626,-1.702
9.265,-1.824
7.793,-1.509
8.259,-1.593
8.773,-1.687
9.435,-1.81
7.895,-1.489
8.408,-1.58
8.926,-1.671
9.581,-1.788
8.001,-1.467
8.54,-1.561
9.077,-1.652
9.733,-1.766
5.098,-1.727
5.048,-1.756
5.054,-1.784
5.059,-1.811
5.067,-1.84
5.072,-1.866
5.082,-1.893
5.092,-1.922
5.752,-1.685
5.969,-1.757
6.197,-1.833
5.747,-1.719
5.97,-1.795
6.188,-1.869
5.737,-1.753
5.967,-1.831
6.192,-1.911
5.745,-1.792
5.968,-1.87
5.746,-1.829
5.963,-1.905
5.754,-1.868
5.752,-1.903
9.328,-1.457
9.981,-1.581
9.372,-1.525
9.953,-1.64
8.765,-1.463
9.32,-1.576
9.945,-1.704
8.778,-1.523
9.306,-1.634
9.934,-1.767
8.264,-1.468
8.756,-1.575
9.231,-1.68
8.264,-1.522
8.744,-1.63
9.306,-1.757
7.844,-1.479
8.284,-1.58
8.72,-1.681
9.307,-1.818
7.839,-1.529
8.262,-1.629
8.756,-1.748
7.889,-1.591
8.265,-1.684
8.777,-1.809
7.86,-1.635
8.244,-1.732
7.87,-1.689
8.297,-1.799
7.856,-1.735
8.312,-1.856
7.044,-1.569
7.43,-1.655
7.159,-1.57
7.557,-1.655
7.274,-1.571
7.697,-1.66
7.397,-1.57
7.83,-1.66
7.534,-1.572
7.973,-1.662
7.662,-1.57
8.129,-1.664
7.793,-1.566
8.27,-1.662
7.931,-1.563
8.418,-1.657
8.069,-1.559
8.587,-1.657
8.212,-1.553
8.735,-1.649
8.339,-1.54
8.902,-1.644
8.497,-1.535
9.086,-1.639
8.632,-1.521
9.189,-1.615
8.79,-1.511
9.388,-1.611
8.931,-1.495
9.572,-1.599
9.101,-1.481
9.764,-1.586
9.259,-1.464
9.951,-1.569
9.425,-1.446
9.775,-1.407
9.969,-1.765
6.051,-1.577
5.158,-1.847
5.345,-1.919
5.162,-1.879
5.161,-1.908
5.003,-1.878
5.008,-1.909
7.174,-1.54
7.494,-1.622
7.857,-1.716
8.327,-1.838
7.161,-1.583
7.485,-1.668
7.901,-1.779
6.83,-1.54
7.15,-1.626
7.464,-1.711
7.856,-1.819
6.824,-1.583
7.143,-1.671
7.433,-1.751
6.845,-1.633
7.137,-1.716
7.502,-1.821
6.814,-1.667
7.113,-1.755
6.816,-1.712
7.142,-1.81
6.81,-1.755
7.148,-1.858
6.839,-1.808
6.842,-1.853
6.836,-1.896
9.708,-1.446
9.721,-1.511
9.154,-1.462
9.761,-1.581
9.182,-1.525
9.799,-1.651
9.223,-1.592
9.834,-1.721
9.257,-1.659
9.873,-1.791
9.288,-1.724
9.324,-1.791
5.156,-1.802
5.39,-1.884
5.01,-1.75
5.242,-1.829
5.458,-1.902
5.067,-1.763
5.299,-1.841
5.521,-1.917
5.13,-1.778
5.359,-1.855
5.585,-1.931
5.188,-1.79
5.414,-1.865
5.045,-1.737
5.248,-1.802
5.48,-1.879
5.096,-1.744
5.316,-1.816
5.55,-1.893
5.156,-1.754
5.384,-1.83
5.628,-1.91
5.229,-1.769
5.448,-1.84
5.703,-1.925
5.285,-1.777
5.524,-1.855
5.129,-1.716
5.356,-1.789
5.589,-1.864
5.19,-1.725
5.417,-1.797
5.667,-1.877
5.259,-1.736
5.476,-1.803
5.737,-1.887
5.32,-1.743
5.553,-1.815
5.822,-1.901
5.385,-1.749
5.631,-1.826
5.907,-1.914
5.242,-1.695
5.464,-1.761
5.714,-1.838
5.986,-1.922
8.232,-1.533
8.764,-1.625
9.374,-1.732
8.34,-1.507
8.882,-1.6
9.518,-1.709
8.458,-1.483
9.004,-1.572
9.663,-1.682
9.127,-1.544
9.801,-1.653
9.25,-1.514
9.935,-1.62
9.375,-1.482
9.501,-1.45
7.547,-1.53
7.521,-1.572
7.17,-1.532
7.494,-1.614
7.152,-1.573
7.469,-1.655
7.119,-1.611
7.445,-1.698
6.759,-1.558
7.107,-1.653
7.426,-1.741
6.761,-1.602
7.053,-1.683
7.413,-1.785
6.74,-1.639
7.077,-1.736
7.393,-1.827
6.477,-1.607
6.724,-1.678
7.069,-1.78
7.388,-1.874
6.453,-1.641
6.712,-1.717
7.012,-1.808
6.175,-1.598
6.425,-1.673
6.691,-1.754
7.005,-1.851
5.944,-1.567
6.198,-1.646
6.414,-1.712
6.695,-1.799
6.992,-1.891
5.947,-1.606
6.162,-1.674
6.413,-1.753
6.688,-1.84
5.957,-1.649
6.154,-1.71
6.384,-1.784
6.686,-1.882
5.93,-1.676
6.145,-1.747
6.402,-1.832
8.103,-1.753
8.122,-1.811
5.669,-1.589
5.745,-1.599
5.829,-1.611
5.922,-1.625
6.038,-1.646
5.815,-1.57
6.117,-1.653
5.896,-1.578
6.183,-1.654
5.98,-1.585
6.265,-1.659
6.058,-1.59
6.35,-1.666
6.151,-1.598
6.453,-1.676
6.231,-1.601
6.595,-1.698
6.328,-1.609
6.691,-1.704
6.436,-1.618
6.809,-1.713
6.579,-1.637
6.918,-1.719
6.681,-1.642
7.022,-1.724
6.791,-1.647
7.144,-1.732
6.518,-1.559
6.895,-1.649
7.265,-1.737
6.239,-1.601
6.217,-1.632
5.971,-1.595
6.199,-1.665
5.968,-1.631
6.191,-1.7
5.735,-1.595
5.965,-1.668
6.191,-1.739
5.73,-1.63
5.954,-1.701
6.179,-1.774
5.728,-1.665
5.951,-1.738
6.172,-1.81
5.5,-1.623
5.708,-1.693
5.937,-1.769
6.184,-1.853
5.518,-1.664
5.705,-1.727
5.928,-1.802
6.159,-1.881
5.503,-1.692
5.704,-1.761
5.917,-1.835
6.154,-1.918
5.338,-1.672
5.496,-1.724
5.698,-1.794
5.92,-1.873
5.303,-1.69
5.5,-1.759
5.701,-1.831
5.925,-1.91
5.308,-1.724
5.493,-1.79
5.698,-1.865
5.3,-1.753
5.487,-1.82
5.708,-1.902
5.126,-1.723
5.297,-1.784
